Unnamed: 0,artist,seq,song,emotions,__index_level_0__,genre,predicted_emotions
3361,Robert Goldstick,"When a star is born
They possess a gift or two
One of them is this
They have the power to make a wish come true

When you wish upon a star
Makes no difference who you are
Anything your heart desires will come to you

If your heart is in your dream
No request is too extreme
When you wish upon a star
As dreamers do
Fate is kind

She brings to those who love
The sweet fulfillment of their secret longing

Like a bolt out of the blue
Fate steps in and sees you through
When you wish upon a star
Your dreams come true

When you wish upon a star
Makes no difference who you are
Anything your heart desires will come to you

If your heart is in your dream
No request is too extreme
When you wish upon a star
As dreamers do

Fate is kind
She brings to those who love
The sweet fulfillment of their secret longing
Like a bolt out of the blue
Fate steps in and sees you through
When you wish upon a star
Your dreams come true",When You Wish Upon a Star,['neutral'],3361,Unknown,{'neutral': 0.4534034729003906}
6829,GWAR,"In her fear in her fear in her fear
You tried to walk away
How far did you go
And then you came back
You called to let me know
I went to visit you
I rode on a bus
But when I got to you
By then you were on the bus
In her fear in her fear in her fear
I called to let you know
I called just, I called just, just
But there was no one home.
I'm coming after you
I'm gonna make you love me
And you'll be so proud of me
That when I visit you
You won't be scared of me
I come to visit you
I just want to talk to you now
I just want to look at you
Now I'm strapped to the electric chair
In her fear",In Her Fear,['fear'],6829,Unknown,{'fear': 0.9788778424263}
55969,Bob Marley,"Ooh yeah yeah yeah yeah yeah (yeah yeah yeah)
Ooh yeah, yeah
They got so much things to say right now
They got so much things to say
They got so much things to say right now
They got so much things to say

Eh! But I'll never forget no way
They crucified Jesus Christ
I'll never forget no way
They stole Marcus Garvey for rights ho-ooh!
I'll never forget no way
They turned their back on Paul Bogle
Hey! So don't you forget (no way) your youth
Who you are and where you stand in the struggle

They go so very, so very, so very, so very, so very, so very
So very, so very, so very 
Everything they say so much to say
They got so much things to say, so much things to say
I and I nah come to fight flesh and blood

But spiritual wickedness in high and low places
So while they fight you down
Stand firm and give Jah thanks and praises
'Cause I and I no expect to be justified
By the laws of men, by the laws of men
Oh, true they have found me guilty
But brooh, through Jah proved my innocency

Oh, when the rain fall, fall, fall now
It don't fall on one man's housetop 
Remember that, when the rain fall
It don't fall on one man's housetop

They singin' so very much, so very much, oh so very much
So so very 
They got so much things to say right now
Yeah, they got so much things to say

Hey, but I and I, I and I nah come to fight flesh and blood
But spiritual wickedness in 'igh and low places
So while, so while, so while they fight you down
Stand firm and give Jah thanks and praises
I and I no expect to be justified
By the laws of men, by the laws of men
Hey through God to prove my innocence
I told you wicked think they found me guilty

They got la, la, la, la, la, la, la, la
La, la, la, la, la, la, la, la
They la very much all the time

So much things to say, rumor about
They got the rumor without humor
They don't know what they're doin', yeah",So Much Things to Say,['anger'],35966,reggae,"{'anger': 0.41243797540664673, 'fear': 0.2858198881149292}"
40841,Elbow,"It's cooler now
An opening of the senses
She's snowy wise
Lined and kind
Pen in her mouth
Hair in pencils

It's cooler now
An opening of the senses
It's cooler now
It's cooler now

And every bit the little girl
Every bit the little girl
Every bit the little girl

Sunsets in her eyes

It's cooler now
An opening of the senses
She's snowy wise
Lined and kind

And every bit the little girl
Every bit the little girl
Every bit the little girl",Every Bit the Little Girl,['neutral'],20838,indie rock,{'neutral': 0.7746923565864563}
69713,The Everly Brothers,"Darlin', you can count on me
Till the sun dries up the sea
Until then I'll always be devoted to you

I'll be yours through endless time
I'll adore your charms sublime
Guess by now you know that I'm devoted to you

I'll never hurt you, I'll never lie
I'll never be untrue
I'll never give you reason to cry
I'd be unhappy if you were blue

Through the years my love will grow
Like a river it will flow
It can't die because I'm so devoted to you

I'll never hurt you, I'll never lie
I'll never be untrue
I'll never give you reason to cry
I'd be unhappy if you were blue

Through the years my love will grow
Like a river it will flow
It can't die because I'm so devoted to you",Devoted to You,['sadness'],49710,country music,{'sadness': 0.9660730957984924}
49816,Lena Horne,"When the mellow moon begins to beam
Every night I dream a little dream
And of course Prince Charming is the theme
The he, for me.
Although I realize as well as you
It is seldom that a dream comes true,
To me it's clear
That he'll appear.

Some day he'll come along, the man I love
And he'll be big and strong,  the man I love
And when he comes my way,
I'll do my best to make him stay.

He'll look at me and smile, I'll understand
And in a little while, he'll take my hand
And though it seems absurd
I know we both won't say a word.

Maybe I shall meet him Sunday,
Maybe Monday, maybe not
Still I'm sure to meet him one day
Maybe Tuesday will be my good news day.

He'll build a little home just meant for two
From which I'll never roam, who would? would you?
And so, all else above,
I'm waiting for the man I love.",The Man I Love,['joy'],29813,jazz,"{'joy': 0.5056249499320984, 'neutral': 0.38969686627388}"
7272,The Rolling Stones,"You said you was hurting, almost lost your mind,
And the man you love, he hurts you all the time.
When things go wrong, go wrong with you, it hurts me, too. 

You love him more when you should love him less.
I pick up behind him and take his mess.
When things go wrong, go wrong with you, it hurts me, too. 

He love another woman and I love you,
But you love him and stick to him like glue.
When things go wrong, go wrong with you, it hurts me, too. 

Now you better leave him; he better put you down.
Oh, I won't stand to see you pushed around.
When things go wrong, go wrong with you, it hurts me, too.",It Hurts Me Too,['sadness'],7272,rock and roll,{'anger': 0.5241093039512634}
36923,Elvis Presley,"I saw old pharaoh's daughter bring Moses from the water
I'll lick the guy that says it isn't so

I was born about ten thousand years ago
There ain't nothing in this world that I don't know
I saved king David's life and he offered me a wife
I said now you're talking business have a chair

Yeah, I was born about ten thousand years ago
Ain't nothing in this world that I don't know
Saw Peter, Paul and Moses playing ring around the roses
I'll lick the guy that says it isn't so

I was born about ten thousand years ago
Ain't nothing in this world that I don't know
I saw old pharaoh's daughter bring Moses from the water
I'll lick the guy that says it isn't so

I was there when old Noah built the ark
And I crawled in the window after dark
I saw Jonah eat the whale and dance with the lion's tale
And I crossed over Canaan on a log

I was born about ten thousand years ago
Ain't nothing in this world that I don't know
I saw old pharaoh's daughter bring Moses from the water
I'll lick the guy that says it isn't so

Yeah, I was born about ten thousand years ago
Ain't nothing in this world that I don't know
Saw Peter, Paul and Moses playing ring around the roses
I'll lick the guy that says it isn't so

I was there when old Noah built the ark
And I crawled in the window after dark
I saw Jonah eat the whale and dance with the lion's tale
And I crossed over Canaan on a log

I was born about ten thousand years ago
There ain't nothing in this world that I don't know
I saved king David's life and he offered me a wife
I said now you're talking business have a chair

Yeah, I was born about ten thousand years ago
Ain't nothing in this world that I don't know
Saw Peter, Paul and Moses playing ring around the roses
I'll lick the guy that says it isn't so

",I Was Born About Ten Thousand Years Ago,['disgust'],16920,rock and roll,{'disgust': 0.6722986102104187}
43878,The Damned,"Band down, arms out, who goes there

We have journeyed far from here

I was a pigeon in Leicester Square



(chorus)

This is daddy, hope you both are well

Please come see me in the citadel



In the streets of many wars

Hear the panzers come and call

You can hear their numbers called



(chorus)

Screaming people fly so fast

You can drive in metal cars

In their words of steel and glass

(chorus)



",Citadel,['fear'],23875,drama film,{'fear': 0.9516916275024414}
31952,Down by Law,"Yesterday I cut myself on pieces of a broken dream
And though it hurt me so, I won't cry
No I won't shed a tear
I tried so hard
To pick you up
I poured your bottles down the drain
You poured your mind
And if you ask me
I'll be there for you
But it's up to you from here
And so the time has come for me to say goodbye
And though it hurts me so
I won't cry
When I look you in the eye
Cause all the problems
Remain unsolved
You're 100 proofs to me
Of what I hoped you'd never be
And if you ask
I'll be there for you but it's up to you from here",Down the Drain,['sadness'],11949,drama film,{'sadness': 0.9542189240455627}
67585,Patti Smith,"When I am troubled in the night he comes to comfort me. 
He wills me through the darkness and the empty child is free to take his hand his sacred heart the heart that breaks the dawn. 
Amen. And when I think I've had my fill he fills up again.",Hymn,['sadness'],47582,Unknown,{'sadness': 0.792928159236908}
